2100	-0,528
2101	-0,527
2102	-0,527
2103	-0,523
2104	-0,521
2105	-0,521
2106	-0,521
2107	-0,52
2108	-0,517
2109	-0,517
2110	-0,517
2111	-0,516
2112	-0,515
2113	-0,513
2114	-0,513
2115	-0,513
2116	-0,513
2117	-0,51
2118	-0,509
2119	-0,508
2120	-0,508
2121	-0,508
2122	-0,504
2123	-0,502
2124	-0,5
2125	-0,498
2126	-0,498
2127	-0,492
2128	-0,49
2129	-0,49
2130	-0,49
2131	-0,49
2132	-0,49
2133	-0,49
2134	-0,488
2135	-0,488
2136	-0,486
2137	-0,486
2138	-0,486
2139	-0,484
2140	-0,482
2141	-0,48
2142	-0,48
2143	-0,48
2144	-0,478
2145	-0,478
2146	-0,478
2147	-0,476
2148	-0,474
2149	-0,474
2150	-0,47
2151	-0,47
2152	-0,47
2153	-0,468
2154	-0,468
2155	-0,468
2156	-0,468
2157	-0,466
2158	-0,464
2159	-0,464
2160	-0,46
2161	-0,46
2162	-0,46
2163	-0,458
2164	-0,458
2165	-0,456
2166	-0,456
2167	-0,456
2168	-0,45
2169	-0,448
2170	-0,448
2171	-0,448
2172	-0,448
2173	-0,446
2174	-0,446
2175	-0,446
2176	-0,442
2177	-0,442
2178	-0,438
2179	-0,438
2180	-0,438
2181	-0,438
2182	-0,438
2183	-0,436
2184	-0,434
2185	-0,434
2186	-0,432
2187	-0,43
2188	-0,428
2189	-0,426
2190	-0,424
2191	-0,424
2192	-0,424
2193	-0,423
2194	-0,422
2195	-0,42
2196	-0,42
2197	-0,42
2198	-0,42
2199	-0,417
2200	-0,416
2201	-0,416
2202	-0,412
2203	-0,411
2204	-0,411
2205	-0,411
2206	-0,41
2207	-0,407
2208	-0,407
2209	-0,406
2210	-0,405
2211	-0,404
2212	-0,401
2213	-0,401
2214	-0,399
2215	-0,397
2216	-0,389
2217	-0,389
2218	-0,389
2219	-0,389
2220	-0,387
2221	-0,385
2222	-0,385
2223	-0,385
2224	-0,381
2225	-0,381
2226	-0,381
2227	-0,381
2228	-0,379
2229	-0,379
2230	-0,373
2231	-0,373
2232	-0,371
2233	-0,371
2234	-0,369
2235	-0,367
2236	-0,367
2237	-0,367
2238	-0,367
2239	-0,367
2240	-0,367
2241	-0,365
2242	-0,363
2243	-0,363
2244	-0,363
2245	-0,363
2246	-0,363
2247	-0,355
2248	-0,355
2249	-0,355
2250	-0,347
2251	-0,345
2252	-0,341
2253	-0,333
2254	-0,333
2255	-0,328
2256	-0,327
2257	-0,327
2258	-0,325
2259	-0,325
2260	-0,324
2261	-0,323
2262	-0,321
2263	-0,315
2264	-0,315
2265	-0,311
2266	-0,311
2267	-0,31
2268	-0,31
2269	-0,31
2270	-0,308
2271	-0,304
2272	-0,303
2273	-0,302
2274	-0,297
2275	-0,296
2276	-0,296
2277	-0,295
2278	-0,294
2279	-0,29
2280	-0,288
2281	-0,284
2282	-0,284
2283	-0,282
2284	-0,28
2285	-0,276
2286	-0,276
2287	-0,276
2288	-0,276
2289	-0,272
2290	-0,272
2291	-0,27
2292	-0,27
2293	-0,27
2294	-0,27
2295	-0,266
2296	-0,266
2297	-0,262
2298	-0,262
2299	-0,262
2300	-0,262
2301	-0,258
2302	-0,258
2303	-0,258
2304	-0,258
2305	-0,258
2306	-0,258
2307	-0,254
2308	-0,254
2309	-0,254
2310	-0,254
2311	-0,252
2312	-0,248
2313	-0,248
2314	-0,246
2315	-0,246
2316	-0,246
2317	-0,244
2318	-0,244
2319	-0,242
2320	-0,24
2321	-0,24
2322	-0,24
2323	-0,236
2324	-0,228
2325	-0,227
2326	-0,226
2327	-0,222
2328	-0,22
2329	-0,22
2330	-0,218
2331	-0,217
2332	-0,216
2333	-0,214
2334	-0,214
2335	-0,212
2336	-0,212
2337	-0,211
2338	-0,209
2339	-0,209
2340	-0,209
2341	-0,206
2342	-0,205
2343	-0,205
2344	-0,205
2345	-0,203
2346	-0,199
2347	-0,198
2348	-0,197
2349	-0,197
2350	-0,195
2351	-0,195
2352	-0,193
2353	-0,193
2354	-0,191
2355	-0,191
2356	-0,191
2357	-0,187
2358	-0,187
2359	-0,187
2360	-0,187
2361	-0,183
2362	-0,183
2363	-0,179
2364	-0,179
2365	-0,179
2366	-0,177
2367	-0,177
2368	-0,175
2369	-0,175
2370	-0,175
2371	-0,171
2372	-0,169
2373	-0,167
2374	-0,165
2375	-0,161
2376	-0,161
2377	-0,161
2378	-0,157
2379	-0,157
2380	-0,157
2381	-0,157
2382	-0,157
2383	-0,157
2384	-0,155
2385	-0,153
2386	-0,153
2387	-0,151
2388	-0,151
2389	-0,149
2390	-0,149
2391	-0,149
2392	-0,147
2393	-0,147
2394	-0,143
2395	-0,143
2396	-0,143
2397	-0,141
2398	-0,141
2399	-0,141
2400	-0,141
2401	-0,139
2402	-0,139
2403	-0,139
2404	-0,135
2405	-0,135
2406	-0,131
2407	-0,131
2408	-0,131
2409	-0,129
2410	-0,125
2411	-0,124
2412	-0,124
2413	-0,123
2414	-0,123
2415	-0,122
2416	-0,121
2417	-0,119
2418	-0,119
2419	-0,119
2420	-0,119
2421	-0,115
2422	-0,114
2423	-0,11
2424	-0,109
2425	-0,108
2426	-0,108
2427	-0,108
2428	-0,107
2429	-0,104
2430	-0,102
2431	-0,102
2432	-0,102
2433	-0,1
2434	-0,1
2435	-0,098
2436	-0,097
2437	-0,096
2438	-0,096
2439	-0,096
2440	-0,095
2441	-0,09
2442	-0,09
2443	-0,088
2444	-0,086
2445	-0,086
2446	-0,086
2447	-0,084
2448	-0,082
2449	-0,082
2450	-0,082
2451	-0,078
2452	-0,078
2453	-0,078
2454	-0,078
2455	-0,074
2456	-0,072
2457	-0,072
2458	-0,07
2459	-0,068
2460	-0,068
2461	-0,064
2462	-0,06
2463	-0,06
2464	-0,056
2465	-0,054
2466	-0,054
2467	-0,044
2468	-0,042
2469	-0,042
2470	-0,042
2471	-0,04
2472	-0,036
2473	-0,034
2474	-0,034
2475	-0,03
2476	-0,027
2477	-0,026
2478	-0,026
2479	-0,026
2480	-0,026
2481	-0,026
2482	-0,026
2483	-0,024
2484	-0,024
2485	-0,023
2486	-0,022
2487	-0,022
2488	-0,02
2489	-0,015
2490	-0,012
2491	-0,011
2492	-0,008
2493	-0,007
2494	-0,007
2495	-0,007
2496	-0,005
2497	-0,004
2498	-0,003
2499	-0,003
2500	0,003
2501	0,004
2502	0,005
2503	0,005
2504	0,009
2505	0,009
2506	0,011
2507	0,011
2508	0,011
2509	0,013
2510	0,015
2511	0,017
2512	0,019
2513	0,019
2514	0,019
2515	0,019
2516	0,021
2517	0,023
2518	0,025
2519	0,025
2520	0,025
2521	0,027
2522	0,027
2523	0,029
2524	0,029
2525	0,033
2526	0,033
2527	0,037
2528	0,037
2529	0,041
2530	0,043
2531	0,045
2532	0,049
2533	0,049
2534	0,051
2535	0,053
2536	0,053
2537	0,055
2538	0,057
2539	0,059
2540	0,059
2541	0,063
2542	0,063
2543	0,067
2544	0,067
2545	0,067
2546	0,067
2547	0,069
2548	0,071
2549	0,071
2550	0,075
2551	0,075
2552	0,075
2553	0,075
2554	0,077
2555	0,079
2556	0,081
2557	0,083
2558	0,085
2559	0,085
2560	0,085
2561	0,085
2562	0,085
2563	0,085
2564	0,087
2565	0,087
2566	0,087
2567	0,089
2568	0,091
2569	0,096
2570	0,098
2571	0,098
2572	0,105
2573	0,105
2574	0,106
